card_id,tag
C054,日本一
C055,難読
C056,半島
C056,港町
C057,東京23区
C057,山手線
C057,日本一
C058,東京23区
C058,山手線
C059,東京23区
C059,山手線
C060,東京23区
C060,山手線
C061,東京23区
C061,山手線
C062,東京23区
C062,山手線
C063,東京23区
C063,山手線
C063,新幹線
C064,東京23区
C065,東京23区
C065,日本一
C066,東京23区
C067,東京23区
C067,日本一
C069,秘境
C069,湖
C070,島
C070,秘境
C070,日本一
C071,政令指定都市
C071,県庁所在地
C071,港町
C071,日本一
C072,政令指定都市
C073,古都
C073,港町
C074,温泉地
C074,湖
C075,城下町
C075,新幹線
C076,港町
C076,半島
C077,温泉地
C078,政令指定都市
C078,県庁所在地
C078,港町
C079,島
C079,世界遺産
C080,温泉地
C080,豪雪
C080,新幹線
C081,日本一
C082,県庁所在地
C082,豪雪
C083,城下町
C083,日本一
C084,豪雪
C084,秘境
C085,港町
C085,難読
C086,城下町
C086,県庁所在地
C086,新幹線
C087,半島
C087,港町
C087,日本一
C088,温泉地
C089,温泉地
C089,半島
C089,港町
C090,県庁所在地
C090,城下町
C091,港町
C091,新幹線
C091,難読
C092,日本一
C093,日本一
C094,県庁所在地
C094,城下町
C095,日本一
C096,湖
C097,県庁所在地
C097,新幹線
C098,城下町
C099,新幹線
C100,湖
C100,温泉地
C101,豪雪
C102,温泉地
C102,豪雪
C103,県庁所在地
C103,城下町
C104,小京都
C104,温泉地
C104,日本一
C105,世界遺産
C105,豪雪
C105,秘境
C106,温泉地
C106,難読
C107,難読
C108,政令指定都市
C108,県庁所在地
C108,城下町
C108,新幹線
C109,政令指定都市
C109,日本一
C110,温泉地
C110,新幹線
C111,温泉地
C111,半島
C112,日本一
C113,港町
C113,半島
C114,政令指定都市
C114,県庁所在地
C114,城下町
C114,新幹線
C115,日本一
C116,城下町
C117,温泉地
C117,港町
C117,難読
C118,空港
C118,難読
C119,県庁所在地
C119,日本一
C120,古都
C121,港町
C121,島
C122,半島
C123,城下町
C123,難読
C124,県庁所在地
C124,湖
C124,古都
C125,城下町
C125,湖
C126,城下町
C126,湖
C127,湖
C127,難読
C128,政令指定都市
C128,県庁所在地
C128,古都
C128,世界遺産
C128,新幹線
C129,世界遺産
C129,古都
C130,港町
C131,日本三景
C131,港町
C132,政令指定都市
C132,県庁所在地
C132,港町
C132,新幹線
C132,日本一
C133,政令指定都市
C133,世界遺産
C133,古都
C134,日本一
C135,空港
C136,難読
C137,政令指定都市
C137,県庁所在地
C137,港町
C137,温泉地
C137,新幹線
C138,城下町
C138,世界遺産
C138,城
C138,新幹線
C140,島
C141,温泉地
C141,港町
C143,古都
C143,世界遺産
C144,古都
C144,難読
C145,古都
C145,難読
C146,世界遺産
C147,県庁所在地
C147,城下町
C148,世界遺産
C148,秘境
C149,世界遺産
C149,温泉地
C149,港町
C150,温泉地
C150,南国
C151,県庁所在地
C151,日本一
C152,温泉地
C152,難読
C153,港町
C153,日本一
C154,県庁所在地
C154,城下町
C154,湖
C155,古都
C156,小京都
C157,島
C157,秘境
C158,政令指定都市
C158,県庁所在地
C158,新幹線
C159,港町
C160,難読
C160,城下町
C160,城
C161,政令指定都市
C161,県庁所在地
C161,世界遺産
C161,城下町
C161,新幹線
C162,難読
C162,世界遺産
C162,日本三景
C163,港町
C163,島
C164,港町
C165,県庁所在地
C165,小京都
C166,港町
C166,日本一
C167,城下町
C167,世界遺産
C168,城下町
C169,県庁所在地
C170,港町
C171,秘境
C171,温泉地
C172,日本一
C173,県庁所在地
C173,港町
C173,城下町
C174,城下町
C174,城
C175,島
C175,日本一
C175,難読
C177,島
C178,県庁所在地
C178,温泉地
C178,城下町
C178,城
C179,港町
C179,島
C179,日本一
C180,城下町
C180,港町
C180,城
C181,県庁所在地
C181,城下町
C181,城
C183,半島
C183,秘境
C184,秘境
C184,日本一
C185,難読
C185,港町
C186,政令指定都市
C186,県庁所在地
C186,港町
C186,日本一
C186,新幹線
C187,政令指定都市
C187,港町
C188,古都
C189,城下町
C190,半島
C190,港町
C191,県庁所在地
C192,城下町
C192,港町
C192,城
C193,日本一
C194,温泉地
C194,難読
C195,県庁所在地
C195,港町
C195,世界遺産
C196,港町
C197,温泉地
C197,半島
C198,島
C198,秘境
C199,島
C199,世界遺産
C200,政令指定都市
C200,県庁所在地
C200,城下町
C200,城
C200,新幹線
C201,温泉地
C201,日本一
C201,秘境
C202,島
C202,世界遺産
C203,温泉地
C203,城下町
C204,温泉地
C205,県庁所在地
C205,港町
C206,温泉地
C206,日本一
C207,温泉地
C208,小京都
C208,温泉地
C209,城下町
C209,日本一
C210,県庁所在地
C210,南国
C211,秘境
C211,南国
C212,南国
C212,港町
C213,ひらがな
C213,温泉地
C214,難読
C214,日本一
C215,県庁所在地
C215,城下町
C215,温泉地
C216,温泉地
C216,難読
C216,南国
C217,島
C217,世界遺産
C217,秘境
C218,島
C218,南国
C218,世界遺産
C219,温泉地
C219,南国
C220,港町
C220,日本一
C221,県庁所在地
C221,世界遺産
C221,南国
C222,島
C222,南国
C223,島
C223,南国
C224,ひらがな
C224,世界遺産
C224,島
C224,南国
C225,難読
C225,日本一
C226,南国
C227,島
C227,南国
C227,日本一
C227,秘境
S01,世界遺産
S01,日本一
S02,世界遺産
S02,古都
S03,世界遺産
S03,古都
S04,古都
S05,世界遺産
S05,古都
S06,世界遺産
S06,日本三景
S07,世界遺産
S07,城
S08,城
S11,日本一
S14,古都
S16,世界遺産
S17,世界遺産
S17,豪雪
S21,世界遺産
S21,南国
S23,世界遺産
S23,海なし県
S24,世界遺産
S24,島
S25,日本一
S26,湖
S26,日本一
S27,城
C229,港町
C229,夜景
C230,豪雪
C233,最果て
C233,港町
C235,港町
C236,最果て
C236,港町
C236,日本一
C245,最果て
C245,港町
C246,空港
C257,村
C272,ひらがな
C273,村
C278,村
C279,村
C284,村
C285,村
C290,村
C316,村
C327,村
C330,村
C351,村
C360,ひらがな
C366,ひらがな
C375,村
C376,村
C391,村
C398,祭り
C401,ひらがな
C405,村
C409,村
C412,村
C421,村
C422,ひらがな
C423,最果て
C423,港町
C424,村
C425,村
C426,村
C432,村
C434,温泉地
C436,港町
C455,村
C456,村
C458,村
C459,村
C462,港町
C471,温泉地
C486,村
C494,豪雪
C494,祭り
C499,花火
C501,ひらがな
C503,村
C510,村
C513,村
C514,ブランド牛
C514,城下町
C515,港町
C534,村
C535,村
C536,村
C545,ラーメン
C545,城下町
C547,ラーメン
C549,城下町
C549,祭り
C557,村
C559,村
C561,村
C564,村
C569,村
C573,村
C575,村
C576,村
C577,村
C582,村
C584,村
C585,村
C593,村
C597,村
C599,村
C601,花火
C601,湖
C611,焼き物
C614,ひらがな
C623,ひらがな
C627,ひらがな
C631,村
C633,村
C641,ラーメン
C647,ひらがな
C651,焼き物
C666,温泉地
C670,ひらがな
C671,村
C673,村
C676,村
C680,村
C681,村
C683,村
C684,村
C685,村
C692,日本一
C715,アニメ聖地
C738,ひらがな
C741,秘境
C743,村
C753,港町
C767,港町
C767,南国
C778,小京都
C780,ひらがな
C792,村
C799,東京23区
C800,東京23区
C800,花火
C801,東京23区
C802,東京23区
C802,山手線
C803,東京23区
C803,空港
C804,東京23区
C804,アニメ聖地
C805,東京23区
C806,東京23区
C807,東京23区
C808,東京23区
C809,東京23区
C810,東京23区
C813,アニメ聖地
C838,村
C840,村
C841,村
C842,村
C843,村
C844,村
C846,村
C847,政令指定都市
C849,アニメ聖地
C849,港町
C872,村
C881,日本一
C883,豪雪
C883,温泉地
C887,豪雪
C887,日本一
C891,村
C896,村
C897,村
C898,村
C901,秘境
C901,温泉地
C902,日本一
C906,村
C910,空港
C911,最果て
C911,半島
C913,ひらがな
C925,港町
C927,ひらがな
C930,門前町
C936,ひらがな
C951,門前町
C955,村
C957,村
C958,村
C959,村
C960,村
C961,村
C962,城下町
C962,祭り
C979,村
C980,村
C981,村
C982,村
C986,村
C990,村
C994,村
C995,村
C996,村
C1000,村
C1001,村
C1002,村
C1003,村
C1004,村
C1005,村
C1006,村
C1007,村
C1008,村
C1009,村
C1012,村
C1013,村
C1014,村
C1015,秘境
C1016,村
C1017,村
C1018,村
C1019,村
C1020,村
C1022,村
C1023,村
C1025,小京都
C1026,村
C1027,村
C1028,村
C1030,村
C1032,村
C1034,焼き物
C1034,日本一
C1046,アニメ聖地
C1048,祭り
C1048,城下町
C1068,村
C1070,港町
C1070,アニメ聖地
C1075,港町
C1076,城下町
C1082,温泉地
C1082,半島
C1099,花火
C1100,城下町
C1100,花火
C1102,焼き物
C1129,ひらがな
C1130,ひらがな
C1138,村
C1147,村
C1149,城下町
C1154,秘境
C1154,世界遺産
C1155,ひらがな
C1156,忍者
C1156,城下町
C1175,忍者
C1175,焼き物
C1187,城下町
C1195,温泉地
C1195,港町
C1205,村
C1209,祭り
C1209,城下町
C1246,村
C1247,港町
C1247,日本一
C1248,アニメ聖地
C1254,城下町
C1269,ひらがな
C1284,門前町
C1292,村
C1300,村
C1301,村
C1309,村
C1310,村
C1311,村
C1312,村
C1313,村
C1314,村
C1315,村
C1316,村
C1326,ひらがな
C1335,ひらがな
C1338,ひらがな
C1341,村
C1342,最果て
C1342,半島
C1342,港町
C1343,小京都
C1352,村
C1359,港町
C1362,日本一
C1373,村
C1374,城下町
C1380,焼き物
C1390,村
C1394,村
C1398,小京都
C1398,アニメ聖地
C1405,酒どころ
C1436,小京都
C1438,村
C1450,ひらがな
C1452,うどん
C1454,うどん
C1455,ひらがな
C1463,ひらがな
C1464,港町
C1467,小京都
C1482,南国
C1482,空港
C1485,最果て
C1485,港町
C1492,村
C1493,村
C1497,村
C1498,ひらがな
C1504,村
C1508,村
C1511,ラーメン
C1528,ひらがな
C1532,ひらがな
C1549,村
C1558,村
C1561,ひらがな
C1567,焼き物
C1567,港町
C1568,温泉地
C1575,ひらがな
C1584,港町
C1584,城下町
C1593,焼き物
C1600,温泉地
C1600,ラーメン
C1615,村
C1617,村
C1618,村
C1630,村
C1631,村
C1632,村
C1633,村
C1634,村
C1635,ひらがな
C1640,城下町
C1643,門前町
C1646,村
C1661,村
C1666,村
C1667,村
C1673,日本一
C1682,日本一
C1685,村
C1686,村
C1687,ひらがな
C1693,最果て
C1693,半島
C1697,村
C1698,村
C1710,南国
C1711,港町
C1711,南国
C1711,最果て
C1715,村
C1716,村
C1717,村
C1718,村
C1720,村
C1722,村
C1723,村
C1726,村
C1727,村
C1730,村
C1731,村
C1732,村
C1733,村
C1734,村
C1735,村
C1736,村
C1737,村
C1740,村
C1741,最果て
C1741,島
C1741,南国
C1741,秘境
C1741,日本一
C001,ラーメン
C001,夜景
C001,祭り
C002,夜景
C004,ラーメン
C011,祭り
C027,ラーメン
C019,祭り
C039,餃子
C081,花火
C078,酒どころ
C095,うどん
C026,うどん
C104,ブランド牛
C104,祭り
C110,花火
C109,餃子
C114,祭り
C123,ブランド牛
C127,ブランド牛
C128,祭り
C128,酒どころ
C132,祭り
C137,夜景
C137,ブランド牛
C137,酒どころ
C071,ラーメン
C147,ラーメン
C163,ラーメン
C169,祭り
C173,うどん
C174,うどん
C176,門前町
C186,ラーメン
C186,祭り
C187,夜景
C195,夜景
C210,餃子
C052,門前町
C097,門前町
C120,門前町
C188,門前町
C155,門前町
